sentence,topic,sentiment,dataset,tokens
"thầy tận tâm , dạy dễ hiểu .",0,2,train,"['thầy', 'tận_tâm', 'dạy']"
giảng viên cho bài tập để làm .,0,1,train,"['giảng_viên', 'bài_tập']"
"giảng viên vui vẻ , nhiệt tình , kỹ năng truyền đạt tốt .",0,2,train,"['giảng_viên', 'vui_vẻ', 'nhiệt_tình', 'kỹ_năng', 'truyền_đạt']"
độ tập trung và cách làm việc của thầy rất nghiêm túc quy cũ .,0,0,train,"['độ', 'làm_việc', 'thầy', 'nghiêm_túc', 'quy', 'cũ']"
"thầy dạy dễ hiểu , vui tính , nhiệt tình , gần gũi với học sinh .",0,2,train,"['thầy', 'dạy', 'vui_tính', 'nhiệt_tình', 'gần_gũi', 'học_sinh']"
không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .,3,1,train,"['ý_kiến', 'chất_lượng', 'môn_học', 'sinh_viên']"
giọng nói của cô hơi khó nghe nhưng dần dần quen rồi thì mọi việc điều tốt .,0,1,train,"['giọng', 'hơi', 'quen']"
có thêm nhiều phong trào liên quan tới tiếng anh hơn nữa .,1,0,train,"['phong_trào', 'tiếng']"
"vui tính , tận tình .",0,2,train,"['vui_tính', 'tận_tình']"
"cô giảng dạy tận tình , không khí học tập vui vẻ .",0,2,train,"['giảng_dạy', 'tận_tình', 'không_khí', 'học_tập', 'vui_vẻ']"
cần nâng cao chất lượng dạy .,1,0,train,"['nâng', 'chất_lượng', 'dạy']"
kiến thức cao .,1,0,train,['kiến_thức']
tăng cường ôn tập để kiểm tra như doubledot cho sinh viên làm thử các đề kiểm tra .,1,0,train,"['tăng_cường', 'ôn_tập', 'kiểm_tra', 'doubledot', 'sinh_viên', 'thử', 'đề', 'kiểm_tra']"
"nếu có thể nhà trường ngoài việc lên kế hoạch thành lập một câu lạc bộ tiếng anh , cũng nên tạo điều kiện cho sinh viên tìm hiểu ngoại ngữ khác như tiếng nhật , tiếng trung .",1,0,train,"['nhà_trường', 'kế_hoạch', 'thành_lập', 'câu', 'lạc_bộ', 'tiếng', 'sinh_viên', 'ngoại_ngữ', 'tiếng', 'nhật', 'tiếng', 'trung']"
"cười duyên , rất tốt với học sinh .",0,2,train,"['cười_duyên', 'học_sinh']"
"bên cạnh đó còn có rèn kỹ năng viết , kỹ năng hoạt động nhóm và tương tác trực tiếp rất hiệu quả .",1,2,train,"['cạnh', 'rèn', 'kỹ_năng', 'viết', 'kỹ_năng', 'hoạt_động', 'tương_tác', 'hiệu_quả']"
mong kỳ sau thầy vẫn dạy một số môn khác .,0,2,train,"['mong', 'kỳ', 'thầy', 'dạy', 'môn']"
có những câu chuyện thực tế về môn học giúp buổi học đỡ căng thẳng cũng như có cách nhìn trực quan hơn .,0,2,train,"['câu_chuyện', 'môn_học', 'giúp', 'học', 'đỡ', 'căng_thẳng', 'trực_quan']"
không có gì phàn nàn về giảng viên .,0,1,train,"['phàn_nàn', 'giảng_viên']"
phòng máy có quá nhiều máy không sử dụng được .,2,0,train,"['phòng', 'máy', 'máy']"
thầy dạy quá tốt .,0,2,train,"['thầy', 'dạy']"
nên cập nhật những phương pháp dạy phản xạ để tạo hướng thú cho sinh viên .,1,0,train,"['cập_nhật', 'phương_pháp', 'dạy', 'phản_xạ', 'hướng', 'thú', 'sinh_viên']"
"tích cực trong giảng dạy , vui vẻ .",0,2,train,"['tích_cực', 'giảng_dạy', 'vui_vẻ']"
tránh trường hợp lý thuyết chưa học mà làm bài thực hành .,1,0,train,"['trường_hợp_lý_thuyết', 'học', 'thực_hành']"
"dạy không tận tình , dạy cho có cho đầy đủ trách nhiệm .",0,0,train,"['dạy', 'tận_tình', 'dạy', 'đầy_đủ', 'trách_nhiệm']"
cần có đề cương môn học rõ ràng .,1,0,train,"['đề_cương', 'môn_học', 'rõ_ràng']"
"dành thời gian cho kỹ năng nói trong giờ học càng nhiều càng tốt , thời gian dành cho việc này em thấy chưa đủ .",1,0,train,"['kỹ_năng', 'học']"
cô giảng dạy rất nhiệt tình !,0,2,train,"['giảng_dạy', 'nhiệt_tình']"
"cô dạy nhanh lắm , chúng em không theo kịp .",0,0,train,"['dạy', 'lắm', 'kịp']"
cần viết riêng một cuốn sách về hướng dẫn thực hành oop .,1,0,train,"['viết', 'sách', 'hướng_dẫn', 'thực_hành', 'oop']"
sử dụng thời gian một cách hợp lý .,0,2,train,['hợp_lý']
thầy thường xuyên đặt ra các câu hỏi trên lớp giúp sinh viên dễ tiếp thu bài .,0,2,train,"['thầy', 'thường_xuyên', 'câu', 'lớp', 'giúp', 'sinh_viên', 'tiếp_thu']"
"giáo viên nhiệt tình , giảng dạy tốt giúp truyền đạt kiến thức tới sinh viên .",0,2,train,"['giáo_viên', 'nhiệt_tình', 'giảng_dạy', 'giúp', 'truyền_đạt', 'kiến_thức', 'sinh_viên']"
"giảng viên thân thiện , nhiệt tình trong giảng dạy như hướng dẫn thực hành hay giải đáp thắc mắc của sinh viên .",0,2,train,"['giảng_viên', 'thân_thiện', 'nhiệt_tình', 'giảng_dạy', 'hướng_dẫn', 'thực_hành', 'giải_đáp', 'thắc_mắc', 'sinh_viên']"
giảng viên nên đi dạy thường xuyên hơn .,0,0,train,"['giảng_viên', 'đi', 'dạy', 'thường_xuyên']"
"cung cấp đầy đủ kiến thức , giúp sinh viên định hướng tốt .",0,2,train,"['cung_cấp', 'đầy_đủ', 'kiến_thức', 'giúp', 'sinh_viên', 'định_hướng']"
cố dạy rất tốt .,0,2,train,"['cố', 'dạy']"
"mỗi lúc hết tiết sớm , thầy thường giảng cho các sinh viên những kiến thức môn bên ngoài như lập trình giúp sinh viên giải đáp một số thắc mắc hoặc một số bài tập nâng cao .",0,2,train,"['tiết', 'thầy', 'giảng', 'sinh_viên', 'kiến_thức', 'môn', 'lập_trình', 'giúp', 'sinh_viên', 'giải_đáp', 'thắc_mắc', 'bài_tập', 'nâng']"
coi thi quá khó .,0,0,train,"['coi', 'thi']"
"thời gian học tập thoải mái , thầy rất hiểu tâm lý sinh viên .",0,2,train,"['học_tập', 'thoải_mái', 'thầy', 'tâm_lý', 'sinh_viên']"
bài tập đầy đủ lý thuyết dễ hiểu .,1,2,train,"['bài_tập', 'đầy_đủ', 'lý_thuyết']"
thầy đi đúng giờ .,0,2,train,"['thầy', 'đi']"
thời gian bù môn học thường bị trùng với những tiết khác nên em thường phải bị vắng tiết .,1,0,train,"['bù', 'môn_học', 'trùng', 'tiết', 'vắng', 'tiết']"
em rất thích học cô nhưng đáng tiếc là không còn được học cô nhiều nữa .,0,2,train,"['học', 'tiếc', 'học']"
tạo ra các hoạt động giúp tụi em chủ động tìm hiểu kiến thức và ghi nhớ bài học sâu hơn .,0,2,train,"['hoạt_động', 'giúp', 'tụi', 'chủ_động', 'kiến_thức', 'ghi_nhớ', 'bài_học', 'sâu']"
"cô cho nghỉ khá nhiều , dù có học bù nhưng như vậy khá là mất thời gian của sinh viên .",0,0,train,"['nghỉ', 'có_học', 'bù', 'sinh_viên']"
cần sửa chữa các linh kiện phòng máy wzjwz23 vì một số chuột đã hư .,2,0,train,"['sửa_chữa', 'linh_kiện', 'phòng', 'máy', 'wzjwz23', 'chuột', 'hư']"
ít trả lời mail hỏi bài tập thực hành của sinh viên .,0,0,train,"['trả_lời', 'mail', 'bài_tập', 'thực_hành', 'sinh_viên']"
cung cấp kiến thức đầy đủ .,0,2,train,"['cung_cấp', 'kiến_thức', 'đầy_đủ']"
"giảng dạy nhiệt tình , hiệu quả .",0,2,train,"['giảng_dạy', 'nhiệt_tình', 'hiệu_quả']"
hỗ trợ thêm tài liệu cho sinh viên .,2,0,train,"['tài_liệu', 'sinh_viên']"
âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro .,2,0,train,"['âm_thanh', 'phòng', 'học', 'wzjwz238', 'thầy', 'micro']"
"thầy dạy rất tận tâm , kiến thức chuyên môn cực tốt .",0,2,train,"['thầy', 'dạy', 'tận_tâm', 'kiến_thức', 'chuyên_môn', 'cực']"
có thông báo về lịch thi nói trên web môn học .,3,2,train,"['thông_báo', 'lịch', 'thi', 'web', 'môn_học']"
chỉ dẫn tận tình từng bạn .,0,2,train,"['chỉ_dẫn', 'tận_tình']"
đôi lúc giảng bài hơi bị nhanh .,0,0,train,"['đôi', 'giảng', 'hơi']"
"đề cương cần được đổi mới , phân rõ phần trọng tâm môn học và phần đọc thêm mở rộng .",1,0,train,"['đề_cương', 'đổi_mới', 'phân', 'trọng_tâm', 'môn_học', 'đọc', 'mở_rộng']"
"cần sử dụng giờ lên lớp có hiệu quả , ít nghe điện thoại , ít nghỉ dạy hơn .",0,0,train,"['lên_lớp', 'hiệu_quả', 'điện_thoại', 'nghỉ', 'dạy']"
giảng viên chú trọng vào nội dung chính của môn học và nhiệt tình .,0,2,train,"['giảng_viên', 'chú_trọng', 'nội_dung', 'môn_học', 'nhiệt_tình']"
giáo viên nghỉ dạy .,0,0,train,"['giáo_viên', 'nghỉ', 'dạy']"
cần cho ví dụ nhiều hơn .,1,0,train,['ví_dụ']
"nhiệt tình , đề cương đầy đủ .",0,2,train,"['nhiệt_tình', 'đề_cương', 'đầy_đủ']"
lúc thầy giảng chung cả lớp rất khó để các bạn dưới lớp nghe được giọng thầy .,0,0,train,"['thầy', 'giảng', 'lớp', 'lớp', 'giọng', 'thầy']"
không có ý kiến !,3,1,train,['ý_kiến']
theo em thì không thể trách thầy wzjwz120 mà lỗi là do daa đưa lịch học thực hành quá chậm trễ .,1,0,train,"['trách', 'thầy', 'wzjwz120', 'lỗi', 'daa', 'lịch', 'học', 'thực_hành', 'chậm_trễ']"
"nhiệt tình , sử dụng hiệu quả giờ lên lớp .",0,2,train,"['nhiệt_tình_sử_dụng', 'hiệu_quả', 'lên_lớp']"
mong thầy dành nhiều thời gian hơn trong việc ôn sửa các dạng bài tập có trong các kỳ thi .,0,0,train,"['mong', 'thầy', 'ôn', 'sửa', 'dạng', 'bài_tập', 'kỳ', 'thi']"
"cô giảng rất hay , thâm thúy , giúp cho sinh viên dễ dàng hiểu bài .",0,2,train,"['giảng', 'thâm', 'thúy', 'giúp', 'sinh_viên', 'dễ_dàng']"
ngoài ra còn cung cấp thêm một số kiến thức mới mà không có trong chương trình dạy .,1,2,train,"['cung_cấp', 'kiến_thức', 'chương_trình', 'dạy']"
chỉ cho sinh viên biết nhiều điều cốt lõi trong môn học mà ít ai biết .,0,2,train,"['sinh_viên', 'cốt_lõi', 'môn_học']"
"thời gian các buổi học , thông báo nghỉ chưa chính xác .",0,0,train,"['học', 'thông_báo', 'nghỉ', 'chính_xác']"
thầy dạy nhiệt tình và thân thiện với sinh viên .,0,2,train,"['thầy', 'dạy', 'nhiệt_tình', 'thân_thiện', 'sinh_viên']"
không có gì ạ .,3,1,train,[]
giảng hay và rất vui .,0,2,train,"['giảng', 'vui']"
"giáo án ngắn gọn , dễ hiểu , dạy học nhiệt tình .",0,2,train,"['giáo_án', 'ngắn_gọn', 'dạy_học', 'nhiệt_tình']"
"thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập kỹ .",0,2,train,"['thầy', 'giảng_dạy', 'nhiệt_tình', 'sửa', 'bài_tập', 'kỹ']"
môn học vẫn còn là một môn với nhiều lý thuyết trong slide .,1,0,train,"['môn_học', 'môn', 'lý_thuyết', 'slide']"
mong nhà trường tạo điều kiện cho sinh viên chúng em được nghiên cứu nhiều hơn là phải làm theo .,1,0,train,"['mong', 'nhà_trường', 'sinh_viên', 'nghiên_cứu']"
"cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv .",2,0,train,"['thực_hành', 'trang_bị', 'trang', 'thiết_bị', 'mua', 'switch', 'router', 'hub', 'bridge', 'phòng', 'học', 'bụi', 'nòng', 'đi', 'vdotv']"
cần có thêm bài tập về nhà và sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn .,1,0,train,"['bài_tập', 'sửa', 'bài_tập', 'lớp', 'tiếp_thu', 'sâu', 'hiệu_quả']"
thầy đưa deadline trễ và không rõ ràng .,0,0,train,"['thầy', 'deadline', 'trễ', 'rõ_ràng']"
phòng máy vẫn còn nhiều thiếu sót .,2,0,train,"['phòng', 'máy', 'thiếu_sót']"
"lý do doubledot sinh viên mới bắt đầu tiếp cận môn học chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng , dù giảng viên giải thích bằng tiếng việt .",1,0,train,"['doubledot', 'sinh_viên', 'tiếp_cận', 'môn_học', 'chuyên', 'nghành', 'nội_dung', 'giảng', 'giảng_viên', 'giải_thích', 'tiếng', 'việt']"
quá nhiều kiến thức phải học .,1,0,train,"['kiến_thức', 'học']"
"giảng viên dạy dễ hiểu , dễ tiếp thu .",0,2,train,"['giảng_viên', 'dạy', 'tiếp_thu']"
giảng viên không dạy sinh viên .,0,0,train,"['giảng_viên', 'dạy', 'sinh_viên']"
không quan tâm đến sinh viên .,0,0,train,['sinh_viên']
cách truyền đạt của giảng viên không được thu hút sinh viên lắm ạ .,0,0,train,"['truyền_đạt', 'giảng_viên', 'thu_hút', 'sinh_viên', 'lắm']"
"em đã nán lại thêm nhưng thầy đi qua đi lại bảo 2 , 3 lần nên em đã về .",0,0,train,"['nán', 'thầy', 'đi', 'đi_lại', 'bảo', '2', '3']"
có nhiều chỗ hơi khó hiểu trong khi thầy dạy nhưng thầy không giải thích nhiều .,1,0,train,"['chỗ', 'hơi', 'thầy', 'dạy', 'thầy', 'giải_thích']"
"bài giảng thu hút , dễ hiểu .",1,2,train,"['giảng', 'thu_hút']"
giọng của thầy không được hay lắm .,0,1,train,"['giọng', 'thầy', 'lắm']"
giảng viến quan tâm nhiều đến sinh viên .,0,2,train,"['giảng', 'viến', 'sinh_viên']"
"giảng viên tận tụy , giảng dạy dễ hiểu có vận dụng các bài học vào thực tiễn , giúp sinh viên nắm rõ ràng và đầy đủ kiến thức .",0,2,train,"['giảng_viên', 'tận_tụy', 'giảng_dạy', 'vận_dụng', 'bài_học', 'thực_tiễn', 'giúp', 'sinh_viên', 'nắm', 'rõ_ràng', 'đầy_đủ', 'kiến_thức']"
"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng và bài tập đầy đủ .",0,2,train,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình', 'chi_tiết', 'slide', 'giảng', 'bài_tập', 'đầy_đủ']"
chúc cô thành công !,3,2,train,"['chúc', 'thành_công']"
giảng bài khá nhanh .,0,0,train,['giảng']
nghe kể chuyện hay nhiều trong khi học .,3,2,train,['học']
"dạy dễ hiểu , nhiệt tình , vui tính .",0,2,train,"['dạy', 'nhiệt_tình', 'vui_tính']"
bài tập thầy cho khá hay và dễ hiểu bài .,1,2,train,"['bài_tập', 'thầy']"
"theo ý kiến chủ quan của em , việc giảng dạy hoàn toàn bằng tiếng anh cho lớp chất lượng cao là rất thiết thực , nhưng với trình độ tiếng anh hiện nay của lớp thì hiệu quả học tập của lớp vẫn còn kém .",1,0,train,"['ý_kiến', 'chủ_quan', 'giảng_dạy', 'tiếng', 'lớp', 'chất_lượng', 'thiết_thực', 'trình_độ', 'tiếng', 'lớp', 'hiệu_quả', 'học_tập', 'lớp', 'kém']"
"đôi khi dạy hơi chán , không thu hút được chú ý của học sinh .",0,0,train,"['đôi_khi', 'dạy', 'hơi', 'chán', 'thu_hút', 'chú_ý', 'học_sinh']"
ra đề thi giữa kỳ không bám sát vào bài tập đã làm trên lớp .,1,0,train,"['đề', 'thi', 'kỳ', 'bám', 'sát', 'bài_tập', 'lớp']"
"giảng viên nên cho bài tập về nhà có nhưng chưa hợp lý , giảng viên nên giành chút thời gian sưu tầm bài tập từ dễ nhất đến khó nhất mỗi chương khoảng 30 bài nhất là các bài có thể thi .",0,0,train,"['giảng_viên', 'bài_tập', 'hợp_lý', 'giảng_viên', 'giành', 'chút', 'sưu_tầm', 'bài_tập', 'chương', '30', 'thi']"
thầy cần tương tác nhiều với sinh viên .,0,0,train,"['thầy', 'tương_tác', 'sinh_viên']"
thầy nên chú trọng đến truyền đạt cho sinh viên nhiều hơn .,0,0,train,"['thầy', 'chú_trọng', 'truyền_đạt', 'sinh_viên']"
"tuy nhiên , bài giảng của thầy chưa được bài bản lắm , có phần hơi tùy hứng .",0,0,train,"['giảng', 'thầy', 'bài_bản', 'lắm', 'hơi', 'tùy_hứng']"
"cô rất dễ thương , hiền nữa .",3,2,train,"['dễ_thương', 'hiền']"
"thầy vui vẻ , dạy dễ hiểu .",0,2,train,"['thầy', 'vui_vẻ', 'dạy']"
"giảng viên trình bày slide dễ hiểu , bài tập mức độ vừa phải , chữa bài tập chi tiết , đầy đủ , nhiệt tình .",0,2,train,"['giảng_viên', 'trình_bày', 'slide', 'bài_tập', 'mức_độ', 'chữa', 'bài_tập', 'chi_tiết', 'đầy_đủ', 'nhiệt_tình']"
"thầy rất nhiệt tình , rất quan tâm đến sinh viên .",0,2,train,"['thầy', 'nhiệt_tình', 'sinh_viên']"
giảng viên chỉ nói những gì có trong slide bài giảng mà không giảng thêm .,0,0,train,"['giảng_viên', 'slide', 'giảng', 'giảng']"
hỏi cũng không nhận được câu trả lời chính xác để học .,3,0,train,"['câu', 'trả_lời', 'chính_xác', 'học']"
thầy cô nên đưa thêm các đoạn video ngắn để luyện cho học sinh cách nghe được tốt hơn .,0,0,train,"['thầy', 'đoạn', 'video', 'ngắn', 'luyện', 'học_sinh']"
nội dung nói hay .,0,2,train,['nội_dung']
đề thi thì trong vòng 90 phút phải code hoàn chính game 2048 .,1,0,train,"['đề', 'thi', 'vòng', '90', 'phút', 'code', 'hoàn', 'game', '2048']"
thầy chú trọng trọng tâm và luôn kể chuyện vui .,0,2,train,"['thầy', 'chú_trọng', 'trọng_tâm', 'vui']"
"là người giáo viên quan tâm tới sinh viên nhiều nhất từng biết , giảng dạy tân tình từng chút một , dễ hiểu , lắng nghe sinh viên , tài liệu cập nhật đầy đủ ngay sau buổi học , nhờ đó sinh viên dù tư duy kém nhưng vẫn theo kịp chứ không nản , bỏ bê , ngủ như mấy môn khác .",0,2,train,"['giáo_viên', 'sinh_viên', 'giảng_dạy', 'tân', 'tình', 'chút', 'lắng_nghe', 'sinh_viên', 'tài_liệu', 'cập_nhật', 'đầy_đủ', 'học', 'sinh_viên', 'tư_duy', 'kém', 'kịp', 'nản', 'bỏ_bê', 'ngủ', 'mấy', 'môn']"
"rất nhiệt tình giúp đỡ sinh viên , cách giảng dạy hay .",0,2,train,"['nhiệt_tình', 'giúp_đỡ', 'sinh_viên', 'giảng_dạy']"
nhiều kiến thức hơn .,1,0,train,['kiến_thức']
cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên .,3,0,train,"['kênh', 'liên_lạc', 'sinh_viên', 'giảng_viên', 'sinh_viên', 'thông_báo', 'giảng_viên']"
tâm huyết nhiệt tình chu đáo .,0,2,train,"['tâm_huyết', 'nhiệt_tình', 'chu_đáo']"
nhờ cô em hiểu hơn về nội dung bài học và có động lực hơn .,0,2,train,"['nội_dung', 'bài_học', 'động_lực']"
"thầy dạy nhiệt tình , đầu tư cho sinh viên đi tham quan thực tế .",0,2,train,"['thầy', 'dạy', 'nhiệt_tình', 'đầu_tư', 'sinh_viên', 'đi', 'tham_quan']"
"slide bài giảng cần chậm hơn , nhất là những chương cuối !",0,0,train,"['slide', 'giảng', 'chậm', 'chương']"
"thầy đi trễ , không cho sinh viên làm bài tập nhiều trên lớp , một dạng bài nào đó thầy nói qua rồi thì cho qua luôn .",0,0,train,"['thầy', 'đi', 'trễ', 'sinh_viên', 'bài_tập', 'lớp', 'dạng', 'thầy', 'cho_qua']"
thầy giảng bài kỹ !,0,2,train,"['thầy', 'giảng', 'kỹ']"
phần thực hành và lý thuyết phải đi cùng tiến độ .,1,0,train,"['thực_hành', 'lý_thuyết', 'đi', 'tiến_độ']"
thầy liên hệ thực tiễn rất nhiều .,0,2,train,"['thầy', 'liên_hệ', 'thực_tiễn']"
thầy chưa biết sử dụng hệ thống courses để thông báo tin tức cho học sinh .,0,0,train,"['thầy', 'hệ_thống', 'courses', 'thông_báo', 'tin_tức', 'học_sinh']"
giảng viên nhiệt tình và tận tâm với sinh viên .,0,2,train,"['giảng_viên', 'nhiệt_tình', 'tận_tâm', 'sinh_viên']"
giáo viên gửi tài liệu hơi chậm .,0,0,train,"['giáo_viên', 'gửi', 'tài_liệu', 'hơi', 'chậm']"
"giảng viên thân thiện , nhiệt tình trong giảng dạy .",0,2,train,"['giảng_viên', 'thân_thiện', 'nhiệt_tình', 'giảng_dạy']"
cho bài tập về thì chỉ biết kêu là làm đi và không hỗ trợ gì nhiều .,0,0,train,"['bài_tập', 'kêu', 'đi']"
"đặc thù môn học là phải ghi phấn , nên tiết bài tập tuyệt đối không nên sử dụng máy chiếu để giảng !",1,0,train,"['đặc_thù', 'môn_học', 'ghi', 'phấn', 'tiết', 'bài_tập', 'tuyệt_đối', 'máy_chiếu', 'giảng']"
thật sự anh văn là một môn rất quan trọng trong lĩnh vực công việc và học tập .,1,1,train,"['văn', 'môn', 'lĩnh_vực', 'công_việc', 'học_tập']"
cô wzjwz93 giảng bài rất hay .,0,2,train,"['wzjwz93', 'giảng']"
"cô dạy rất nhiệt tình , có tâm với nghề , đề nghị trường khen thưởng và tìm kiếm những giảng viên khác như cô .",0,2,train,"['dạy', 'nhiệt_tình', 'tâm', 'nghề', 'đề_nghị_trường', 'khen_thưởng', 'tìm_kiếm', 'giảng_viên']"
thầy cực kỳ tận tâm và cực kỳ nhiệt tình .,0,2,train,"['thầy', 'cực_kỳ', 'tận_tâm', 'cực_kỳ', 'nhiệt_tình']"
"cập nhật những đổi mới về môn học , nên có chương trình đào tạo phù hợp hơn .",1,0,train,"['cập_nhật', 'đổi_mới', 'môn_học', 'chương_trình', 'đào_tạo']"
giảng lý thuyết hơi khó hiểu .,0,0,train,"['giảng', 'lý_thuyết', 'hơi']"
"giảng viên nên hạn chế dùng slide , hướng dẫn cụ thể hơn cho sinh viên .",0,0,train,"['giảng_viên', 'hạn_chế', 'slide', 'hướng_dẫn', 'sinh_viên']"
điểm danh đúng giờ .,1,2,train,['điểm_danh']
thầy dạy khá tốt .,0,2,train,"['thầy', 'dạy']"
em xin nhà trường xem lại bài thi anh văn đầu vào .,1,0,train,"['nhà_trường', 'thi', 'văn', 'đầu_vào']"
cứ mỗi khi có thắc mắc thì lại không thể tìm thấy giáo viên thực hành để được giải đáp .,0,0,train,"['thắc_mắc', 'giáo_viên', 'thực_hành', 'giải_đáp']"
"cô wzjwz304 rất tận tâm , nhiệt tình giảng dạy , giải đáp thắc mắc rất cụ thể .",0,2,train,"['wzjwz304', 'tận_tâm', 'nhiệt_tình', 'giảng_dạy', 'giải_đáp', 'thắc_mắc']"
cô cho bài tập về nhà hơi nhiều .,0,0,train,"['bài_tập', 'hơi']"
"nội dung lan man , khó áp dụng vào thực tế .",1,0,train,"['nội_dung', 'lan_man', 'áp_dụng']"
"thầy dễ thương , đẹp trai , kiến thức chuyên môn cao , tận tâm , nhiệt tình trả lời thắc mắc của sinh viên , em yêu thầy , hy vọng được gặp thầy ở các môn học sau .",0,2,train,"['thầy', 'dễ_thương', 'đẹp_trai', 'kiến_thức', 'chuyên_môn', 'tận_tâm', 'nhiệt_tình', 'trả_lời', 'thắc_mắc', 'sinh_viên', 'yêu', 'thầy', 'hy_vọng', 'thầy', 'môn_học']"
"cô rất rất nhiệt tình và tận tâm , sẵn sàng giải thích các vấn đề thắc mắc cho sinh viên .",0,2,train,"['nhiệt_tình', 'tận_tâm', 'sẵn_sàng', 'giải_thích', 'thắc_mắc', 'sinh_viên']"
thầy dạy rất nhiệt tình và sẵn sàng giải đáp thắc mắc .,0,2,train,"['thầy', 'dạy', 'nhiệt_tình', 'sẵn_sàng', 'giải_đáp', 'thắc_mắc']"
"thú vị , cải thiện khả năng giao tiếp bằng tiếng anh .",1,0,train,"['thú_vị', 'cải_thiện', 'khả_năng', 'giao_tiếp', 'tiếng']"
chúc thầy thành công .,0,2,train,"['chúc', 'thầy', 'thành_công']"
"đối với em thì cách thầy giảng khá là dễ hiểu nên thầy đừng lo quá về vấn đề đó ạ , với lại sinh viên đa phần thụ động nên nếu không hiểu lại càng không dám hỏi .",0,2,train,"['thầy', 'giảng', 'thầy', 'đừng', 'lo', 'sinh_viên', 'đa_phần', 'thụ_động', 'dám']"
"giảng viên nhiệt tình thân thiện , vui tính , trình độ cao .",0,2,train,"['giảng_viên', 'nhiệt_tình', 'thân_thiện', 'vui_tính', 'trình_độ']"
giảng viên giúp sinh viên nắm bắt được những kỹ năng làm việc nhóm cơ bản .,0,2,train,"['giảng_viên', 'giúp', 'sinh_viên', 'nắm_bắt', 'kỹ_năng', 'làm_việc', 'cơ_bản']"
"tận tình , nhiệt tình giúp đỡ sinh viên .",0,2,train,"['tận_tình', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên']"
"cô dạy nhiệt tình , tạo được động lực cho sinh viên .",0,2,train,"['dạy', 'nhiệt_tình', 'động_lực', 'sinh_viên']"
phương pháp dạy phải cụ thể chi tiết hơn .,0,0,train,"['phương_pháp', 'dạy', 'chi_tiết']"
ngoài ra cũng cần có tiết học để sinh viên được nói tiếng anh với nhau nhiều hơn !,1,0,train,"['tiết', 'học', 'sinh_viên', 'tiếng']"
giảng viên dạy rất hay .,0,2,train,"['giảng_viên', 'dạy']"
nên để sinh viên tự tìm hiểu lý thuyết trước ở nhà đến trường giảng viên chỉ cần giải thích các vấn đề không rõ sau đó đi thẳng vào giải các bài tập .,0,0,train,"['sinh_viên', 'lý_thuyết', 'trường', 'giảng_viên', 'giải_thích', 'đi', 'thẳng', 'giải', 'bài_tập']"
nhập tâm .,0,2,train,['nhập_tâm']
"nên cho bài tập hàng tuần sát với nội dung bài học và nội dung thi , giảng viên cần giảng chậm lại , làm bài tập vận dụng chứ không nên nói một lèo cho hết slide rồi mới làm bài tập .",1,0,train,"['bài_tập', 'hàng', 'tuần', 'sát', 'nội_dung', 'bài_học', 'nội_dung', 'thi', 'giảng_viên', 'giảng', 'chậm', 'bài_tập', 'vận_dụng', 'một_lèo', 'slide', 'bài_tập']"
cô giải ít bài tập .,0,0,train,"['giải', 'bài_tập']"
hơi khó tính về chuyện điểm danh .,0,0,train,"['hơi', 'khó_tính', 'điểm_danh']"
"lớp thực hành nhóm 2 bảo quản thiết bị quá yếu , do chia thiết bị không theo nhóm cố định , đến nhóm 1 thực hành là thiết bị trong bộ kit phân cho nhóm mình thiếu hụt , hư hỏng linh tinh .",2,0,train,"['lớp', 'thực_hành', '2', 'bảo_quản_thiết_bị', 'yếu', 'chia', 'thiết_bị', 'cố_định', '1', 'thực_hành', 'thiết_bị', 'kit', 'phân', 'thiếu_hụt', 'hư_hỏng', 'linh_tinh']"
"thầy rất có tâm huyết với sinh viên , thầy cũng giảng và hướng dẫn rất đầy đủ tuy lớp mất tiết khá nhiều .",0,2,train,"['thầy', 'tâm_huyết', 'sinh_viên', 'thầy', 'giảng', 'hướng_dẫn', 'đầy_đủ', 'lớp', 'tiết']"
thầy cần giao bài tập mỗi buổi lên lớp .,0,0,train,"['thầy', 'giao', 'bài_tập', 'lên_lớp']"
"phòng học còn nóng và bụi bặm , máy chiếu tuy vẫn nhìn được nhưng vẫn mờ , nếu ngồi xa hay hôm nào sáng quá sẽ không thấy rõ .",2,0,train,"['phòng', 'học', 'nóng', 'bụi_bặm', 'máy_chiếu', 'mờ', 'hôm']"
phương pháp giảng dạy tạo hứng thú cho học sinh .,0,2,train,"['phương_pháp', 'giảng_dạy', 'hứng_thú', 'học_sinh']"
